scenario_id,duration,shape,spread,weights,activation,delay,memory,rep
1107,24,triangle,24,equal,subset,unit,0.0,3
1108,24,triangle,24,equal,subset,unit,2.0,0
1109,24,triangle,24,equal,subset,unit,2.0,1
1110,24,triangle,24,equal,subset,unit,2.0,2
1111,24,triangle,24,equal,subset,unit,2.0,3
1112,24,triangle,24,equal,subset,heterogeneous,0.0,0
1113,24,triangle,24,equal,subset,heterogeneous,0.0,1
1114,24,triangle,24,equal,subset,heterogeneous,0.0,2
1115,24,triangle,24,equal,subset,heterogeneous,0.0,3
1116,24,triangle,24,equal,subset,heterogeneous,2.0,0
1117,24,triangle,24,equal,subset,heterogeneous,2.0,1
1118,24,triangle,24,equal,subset,heterogeneous,2.0,2
1119,24,triangle,24,equal,subset,heterogeneous,2.0,3
1120,24,triangle,24,random,all,unit,0.0,0
1121,24,triangle,24,random,all,unit,0.0,1
1122,24,triangle,24,random,all,unit,0.0,2
1123,24,triangle,24,random,all,unit,0.0,3
1124,24,triangle,24,random,all,unit,2.0,0
1125,24,triangle,24,random,all,unit,2.0,1
1126,24,triangle,24,random,all,unit,2.0,2
1127,24,triangle,24,random,all,unit,2.0,3
1128,24,triangle,24,random,all,heterogeneous,0.0,0
1129,24,triangle,24,random,all,heterogeneous,0.0,1
1130,24,triangle,24,random,all,heterogeneous,0.0,2
1131,24,triangle,24,random,all,heterogeneous,0.0,3
1132,24,triangle,24,random,all,heterogeneous,2.0,0
1133,24,triangle,24,random,all,heterogeneous,2.0,1
1134,24,triangle,24,random,all,heterogeneous,2.0,2
1135,24,triangle,24,random,all,heterogeneous,2.0,3
1136,24,triangle,24,random,subset,unit,0.0,0
1137,24,triangle,24,random,subset,unit,0.0,1
1138,24,triangle,24,random,subset,unit,0.0,2
1139,24,triangle,24,random,subset,unit,0.0,3
1140,24,triangle,24,random,subset,unit,2.0,0
1141,24,triangle,24,random,subset,unit,2.0,1
1142,24,triangle,24,random,subset,unit,2.0,2
1143,24,triangle,24,random,subset,unit,2.0,3
1144,24,triangle,24,random,subset,heterogeneous,0.0,0
1145,24,triangle,24,random,subset,heterogeneous,0.0,1
1146,24,triangle,24,random,subset,heterogeneous,0.0,2
1147,24,triangle,24,random,subset,heterogeneous,0.0,3
1148,24,triangle,24,random,subset,heterogeneous,2.0,0
1149,24,triangle,24,random,subset,heterogeneous,2.0,1
1150,24,triangle,24,random,subset,heterogeneous,2.0,2
1151,24,triangle,24,random,subset,heterogeneous,2.0,3
